Country,NUTS2_ID,NUTS_NAME,NUTS1_ID
DE,DE27,Schwaben,DE2
DE,DE30,Berlin,DE3
DE,DEA2,Köln,DEA
DE,DEE0,Sachsen-Anhalt,DEE
DE,DEA3,Münster,DEA
DE,DE40,Brandenburg,DE4
DE,DE50,Bremen,DE5
DE,DEA4,Detmold,DEA
DE,DEF0,Schleswig-Holstein,DEF
DE,DE11,Stuttgart,DE1
DE,DE60,Hamburg,DE6
DE,DEA5,Arnsberg,DEA
DE,DE71,Darmstadt,DE7
DE,DE12,Karlsruhe,DE1
DK,DK01,Hovedstaden,DK0
DK,DK02,Sjælland,DK0
DK,DK03,Syddanmark,DK0
DK,DK04,Midtjylland,DK0
DK,DK05,Nordjylland,DK0
ES,ES22,Comunidad Foral de Navarra,ES2
ES,ES30,Comunidad de Madrid,ES3
ES,ES53,Illes Balears,ES5
ES,ES41,Castilla y León,ES4
ES,ES61,Andalucía,ES6
ES,ES62,Región de Murcia,ES6
ES,ES63,Ciudad de Ceuta,ES6
ES,ES64,Ciudad de Melilla,ES6
ES,ES42,Castilla-La Mancha,ES4
ES,ES43,Extremadura,ES4
ES,ES51,Cataluña,ES5
ES,ES52,Comunitat Valenciana ,ES5
ES,ES11,Galicia,ES1
ES,ES23,La Rioja,ES2
ES,ES12,Principado de Asturias,ES1
ES,ES13,Cantabria,ES1
ES,ES24,Aragón,ES2
ES,ES21,País Vasco,ES2
EE,EE00,Eesti,EE0
FI,FI19,Länsi-Suomi,FI1
FI,FI1B,Helsinki-Uusimaa,FI1
FI,FI1C,Etelä-Suomi,FI1
FI,FI1D,Pohjois- ja Itä-Suomi,FI1
FI,FI20,Åland,FI2
FR,FRI1,Aquitaine,FRI
FR,FRE2,Picardie,FRE
FR,FR10,Ile-de-France,FR1
FR,FRJ2,Midi-Pyrénées,FRJ
FR,FRF1,Alsace,FRF
FR,FRB0,Centre — Val de Loire,FRB
FR,FRK1,Auvergne,FRK
FR,FRF2,Champagne-Ardenne,FRF
FR,FRI2,Limousin,FRI
FR,FRC1,Bourgogne,FRC
FR,FRF3,Lorraine,FRF
FR,FRI3,Poitou-Charentes,FRI
FR,FRC2,Franche-Comté,FRC
FR,FRG0,Pays de la Loire,FRG
FR,FRJ1,Languedoc-Roussillon,FRJ
FR,FRD1,Basse-Normandie ,FRD
FR,FRD2,Haute-Normandie ,FRD
FR,FRE1,Nord-Pas de Calais,FRE
FR,FRH0,Bretagne,FRH
FR,FRK2,Rhône-Alpes,FRK
FR,FRL0,Provence-Alpes-Côte d’Azur,FRL
FR,FRM0,Corse,FRM
HR,HR02,Panonska Hrvatska,HR0
HR,HR03,Jadranska Hrvatska,HR0
HR,HR05,Grad Zagreb,HR0
HR,HR06,Sjeverna Hrvatska,HR0
HU,HU22,Nyugat-Dunántúl,HU2
HU,HU23,Dél-Dunántúl,HU2
HU,HU32,Észak-Alföld,HU3
HU,HU33,Dél-Alföld,HU3
HU,HU11,Budapest,HU1
HU,HU12,Pest,HU1
HU,HU31,Észak-Magyarország,HU3
HU,HU21,Közép-Dunántúl,HU2
IE,IE04,Northern and Western,IE0
IE,IE05,Southern,IE0
IE,IE06,Eastern and Midland,IE0
IS,IS00,Ísland,IS0
IT,ITI3,Marche,ITI
IT,ITI4,Lazio,ITI
IT,ITI1,Toscana,ITI
IT,ITI2,Umbria,ITI
IT,ITF6,Calabria,ITF
IT,ITG1,Sicilia,ITG
IT,ITH3,Veneto,ITH
IT,ITH4,Friuli-Venezia Giulia,ITH
IT,ITH5,Emilia-Romagna,ITH
IT,ITC1,Piemonte,ITC
IT,ITC2,Valle d’Aosta/Vallée d’Aoste,ITC
IT,ITC3,Liguria,ITC
IT,ITG2,Sardegna,ITG
IT,ITH1,Provincia Autonoma di Bolzano/Bozen,ITH
IT,ITH2,Provincia Autonoma di Trento,ITH
IT,ITC4,Lombardia,ITC
IT,ITF1,Abruzzo,ITF
IT,ITF2,Molise,ITF
IT,ITF3,Campania,ITF
IT,ITF4,Puglia,ITF
IT,ITF5,Basilicata,ITF
LI,LI00,Liechtenstein,LI0
LT,LT01,Sostinės regionas,LT0
LT,LT02,Vidurio ir vakarų Lietuvos regionas ,LT0
LU,LU00,Luxembourg,LU0
LV,LV00,Latvija,LV0
MK,MK00,Severna Makedonija ,MK0
MT,MT00,Malta,MT0
ME,ME00,Crna Gora,ME0
NL,NL41,Noord-Brabant,NL4
NL,NL42,Limburg (NL),NL4
NL,NL11,Groningen,NL1
NL,NL12,Friesland (NL),NL1
NL,NL13,Drenthe,NL1
NL,NL21,Overijssel,NL2
NL,NL22,Gelderland,NL2
NL,NL23,Flevoland,NL2
NL,NL32,Noord-Holland,NL3
NL,NL34,Zeeland,NL3
NL,NL35,Utrecht,NL3
NL,NL36,Zuid-Holland,NL3
NO,NO02,Innlandet,NO0
NO,NO08,Oslo og Viken,NO0
NO,NO06,Trøndelag/Trööndelage,NO0
NO,NO07,Nord-Norge,NO0
NO,NO0A,Vestlandet,NO0
NO,NO0B,Svalbard og Jan Mayen,NO0
NO,NO09,Agder og Sør-Østlandet,NO0
PL,PL61,Kujawsko-pomorskie,PL6
PL,PL62,Warmińsko-mazurskie,PL6
PL,PL22,Śląskie,PL2
PL,PL63,Pomorskie,PL6
PL,PL21,Małopolskie,PL2
PL,PL71,Łódzkie,PL7
PL,PL72,Świętokrzyskie,PL7
PL,PL41,Wielkopolskie,PL4
PL,PL81,Lubelskie,PL8
PL,PL82,Podkarpackie,PL8
PL,PL42,Zachodniopomorskie,PL4
PL,PL84,Podlaskie,PL8
PL,PL43,Lubuskie,PL4
PL,PL91,Warszawski stołeczny,PL9
PL,PL51,Dolnośląskie,PL5
PL,PL52,Opolskie,PL5
PL,PL92,Mazowiecki regionalny,PL9
PT,PT19,Centro (PT),PT1
PT,PT1A,Grande Lisboa,PT1
PT,PT1B,Península de Setúbal,PT1
PT,PT1C,Alentejo,PT1
PT,PT1D,Oeste e Vale do Tejo,PT1
PT,PT20,Região Autónoma dos Açores,PT2
PT,PT30,Região Autónoma da Madeira,PT3
PT,PT11,Norte,PT1
PT,PT15,Algarve,PT1
RO,RO22,Sud-Est,RO2
RO,RO31,Sud-Muntenia,RO3
RO,RO32,Bucureşti-Ilfov,RO3
RO,RO41,Sud-Vest Oltenia,RO4
RO,RO42,Vest,RO4
RO,RO21,Nord-Est,RO2
RO,RO11,Nord-Vest,RO1
RO,RO12,Centru,RO1
RS,RS11,City of Belgrade,RS1
RS,RS12,Autonomous Province of Vojvodina,RS1
RS,RS21,Region Šumadije i Zapadne Srbije,RS2
RS,RS22,Region Južne i Istočne Srbije,RS2
SK,SK01,Bratislavský kraj,SK0
SK,SK02,Západné Slovensko,SK0
SK,SK03,Stredné Slovensko,SK0
SK,SK04,Východné Slovensko,SK0
SI,SI03,Vzhodna Slovenija,SI0
SI,SI04,Zahodna Slovenija,SI0
SE,SE11,Stockholm,SE1
SE,SE12,Östra Mellansverige,SE1
SE,SE23,Västsverige,SE2
SE,SE31,Norra Mellansverige,SE3
SE,SE32,Mellersta Norrland,SE3
SE,SE21,Småland med öarna,SE2
SE,SE22,Sydsverige,SE2
SE,SE33,Övre Norrland,SE3
TR,TR32,"Aydın, Denizli, Muğla",TR3
TR,TR33,"Manisa, Afyonkarahisar, Kütahya, Uşak",TR3
TR,TR51,Ankara,TR5
TR,TR52,"Konya, Karaman",TR5
TR,TR41,"Bursa, Eskişehir, Bilecik",TR4
TR,TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",TR4
TR,TR10,İstanbul,TR1
TR,TR21,"Tekirdağ, Edirne, Kırklareli",TR2
TR,TR22,"Balıkesir, Çanakkale",TR2
TR,TR31,İzmir,TR3
TR,TRA2,"Ağrı, Kars, Iğdır, Ardahan",TRA
TR,TRB1,"Malatya, Elazığ, Bingöl, Tunceli",TRB
TR,TRB2,"Van, Muş, Bitlis, Hakkari",TRB
TR,TRC1,"Gaziantep, Adıyaman, Kilis",TRC
TR,TRC2,"Şanlıurfa, Diyarbakır",TRC
TR,TRC3,"Mardin, Batman, Şırnak, Siirt",TRC
TR,TR61,"Antalya, Isparta, Burdur",TR6
TR,TR62,"Adana, Mersin",TR6
TR,TR63,"Hatay, Kahramanmaraş, Osmaniye",TR6
TR,TR71,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",TR7
TR,TR72,"Kayseri, Sivas, Yozgat",TR7
TR,TR81,"Zonguldak, Karabük, Bartın",TR8
TR,TR82,"Kastamonu, Çankırı, Sinop",TR8
TR,TR83,"Samsun, Tokat, Çorum, Amasya",TR8
TR,TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",TR9
TR,TRA1,"Erzurum, Erzincan, Bayburt",TRA
